"Plot","TagID","Transplant","Year_t","Height_t","Width_t","Perp_t","NS_t","Goodbuds_t","TotFlowerbuds_t","ABFlowerbuds_t","Antcount_t","Ant_sp_t","Year_t1","Newplant","Survival_t1","Height_t1","Width_t1","Perp_t1","NS_t1","Goodbuds_t1","TotFlowerbuds_t1","ABFlowerbuds_t1","Antcount_t1","Ant_sp_t1","comments"
"T2","SJ2","0",2005,25,18,9,3,0,0,NA,11,"liom",2006,"0","1",26,13,6,4,0,0,NA,20,"liom",""
"T2","SJ3","0",2005,16,2,2,0,0,0,NA,0,"vacant",2006,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"T2","SJ9","0",2005,32,21,13,4,0,0,NA,6,"crem",2006,"0","1",31,24,14,0,0,0,NA,0,"vacant",""
"T3","AD1","0",2005,114,66,29,6,22,23,1,3,"other",2006,"0","1",104,69,34,4,2,3,1,43,"liom",""
"T3","AD10","0",2005,97,89,52,20,4,5,1,12,"liom",2006,"0","1",108,99,84,13,15,15,0,61,"liom",""
"T3","AD12","0",2005,90,69,54,18,16,18,2,7,"liom",2006,"0","1",100,95,64,11,6,6,0,78,"liom",""
"T3","AD13","0",2005,88,85,49,14,8,8,0,0,"vacant",2006,"0","1",88,69,52,7,5,11,6,37,"liom",""
"T3","AD15","0",2005,79,69,48,12,0,0,NA,0,"vacant",2006,"0","1",85,64,51,9,0,0,NA,46,"liom",""
"T3","AD17","0",2005,98,98,45,26,1,4,3,1,"liom",2006,"0","1",102,96,52,3,16,17,1,66,"liom",""
"T3","AD18","0",2005,132,83,47,13,8,8,0,7,"liom",2006,"0","1",144,85,66,6,5,5,0,29,"liom",""
"T3","AD19","0",2005,89,54,30,9,7,7,0,17,"liom",2006,"0","1",91,60,43,2,6,8,2,49,"liom",""
"T3","AD20","0",2005,92,51,40,7,16,18,2,2,"liom",2006,"0","1",100,49,43,3,5,6,1,12,"liom",""
"T3","AD21","0",2005,97,72,58,9,6,6,0,0,"vacant",2006,"0","1",78,63,60,4,0,0,NA,36,"liom",""
"T3","AD22","0",2005,95,41,36,4,4,4,0,0,"vacant",2006,"0","1",98,36,30,2,1,1,0,15,"crem",""
"T3","AD24","0",2005,112,81,55,11,12,12,0,0,"vacant",2006,"0","1",116,100,61,16,17,17,0,82,"liom",""
"T3","AD25","0",2005,84,64,45,5,0,0,NA,15,"liom",2006,"0","1",79,63,47,8,2,2,0,54,"liom",""
"T3","AD28","0",2005,87,55,46,11,3,5,2,0,"vacant",2006,"0","1",100,57,46,4,2,5,3,45,"liom",""
"T3","AD3","0",2005,97,96,87,27,20,25,5,45,"liom",2006,"0","1",105,98,91,10,60,61,1,65,"liom",""
"T3","AD30","0",2005,88,42,39,6,3,3,0,34,"liom",2006,"0","1",93,49,37,4,1,1,0,50,"liom",""
"T3","AD5","0",2005,89,83,69,13,7,12,5,12,"liom",2006,"0","1",88,105,95,8,6,6,0,63,"liom",""
"T3","AD6","0",2005,105,58,50,5,10,15,5,51,"liom",2006,"0","1",99,65,38,3,13,16,3,85,"liom",""
"T3","AD7","0",2005,138,87,51,15,33,35,2,33,"liom",2006,"0","1",135,82,63,17,7,8,1,55,"liom",""
"T3","AD8","0",2005,118,74,65,17,12,13,1,25,"liom",2006,"0","1",121,76,64,11,12,14,2,71,"liom",""
"T3","LJ13","0",2005,50,24,22,5,0,0,NA,0,"vacant",2006,"0","1",52,26,21,0,0,0,NA,2,"liom",""
"T3","LJ14","0",2005,70,54,30,5,2,3,1,0,"vacant",2006,"0","1",69,51,37,1,0,0,NA,1,"liom",""
"T3","LJ17","0",2005,67,52,31,11,0,0,NA,26,"liom",2006,"0","1",71,51,29,6,0,0,NA,30,"liom",""
"T3","LJ18","0",2005,90,60,31,14,0,0,NA,34,"liom",2006,"0","1",93,67,32,14,0,0,NA,31,"liom",""
"T3","LJ19","0",2005,72,44,35,2,0,0,NA,6,"liom",2006,"0","1",73,49,28,3,0,0,NA,8,"liom",""
"T3","LJ2","0",2005,67,59,56,13,0,0,NA,15,"liom",2006,"0","1",67,62,51,2,0,0,NA,10,"liom",""
"T3","LJ20","0",2005,52,32,25,3,0,0,NA,0,"vacant",2006,"0","1",49,35,19,0,0,0,NA,0,"vacant",""
"T3","LJ4","0",2005,76,67,52,14,8,8,0,28,"liom",2006,"0","1",90,68,65,16,3,3,0,59,"liom",""
"T3","LJ6","0",2005,62,38,35,4,0,1,1,4,"other",2006,"0","1",65,39,30,7,0,0,NA,4,"liom",""
"T3","LJ8","0",2005,47,32,29,6,0,0,NA,0,"vacant",2006,"0","1",48,29,28,4,0,0,NA,6,"liom",""
"T3","SJ10","0",2005,29,12,8,4,0,0,NA,0,"vacant",2006,"0","1",31,19,9,0,0,0,NA,0,"vacant",""
"T3","SJ11","0",2005,17,23,7,1,0,0,NA,0,"vacant",2006,"0","1",20,21,8,2,0,0,NA,0,"vacant",""
"T3","SJ12","0",2005,35,25,17,2,0,0,NA,0,"vacant",2006,"0","1",39,24,12,1,0,0,NA,3,"liom",""
"T3","SJ13","0",2005,24,15,8,4,0,0,NA,0,"vacant",2006,"0","1",26,16,9,0,0,0,NA,0,"vacant",""
"T3","SJ14","0",2005,29,32,18,2,0,0,NA,1,"liom",2006,"0","1",22,31,11,0,0,0,NA,0,"vacant",""
"T3","SJ15","0",2005,32,29,23,1,0,0,NA,0,"vacant",2006,"0","1",33,23,22,0,0,0,NA,0,"vacant",""
"T3","SJ19","0",2005,21,12,7,0,0,0,NA,0,"vacant",2006,"0","1",25,11,5,0,0,0,NA,0,"vacant",""
"T3","SJ3","0",2005,8,2,2,2,0,0,NA,0,"vacant",2006,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"T3","SJ5","0",2005,28,19,15,1,0,0,NA,0,"vacant",2006,"0","1",29,21,17,2,0,0,NA,2,"liom",""
"T3","SJ9","0",2005,30,20,9,2,0,0,NA,0,"vacant",2006,"0","1",33,23,9,0,0,0,NA,1,"liom",""
"T1","AD10","0",2006,100,73,52,7,0,2,2,20,"crem",2007,"0","1",113,77,47,8,9,9,0,NA,NA,""
"T1","AD11","0",2006,94,40,29,5,0,0,NA,25,"crem",2007,"0","1",94,49,40,4,3,3,0,NA,NA,""
"T1","AD14","0",2006,102,114,149,1,3,3,0,49,"liom",2007,"0","1",103,102,64,2,3,3,0,NA,NA,""
"T1","AD15","0",2006,118,44,34,1,0,1,1,17,"liom",2007,"0","1",111,52,30,0,5,5,0,NA,NA,""
"T1","AD16","0",2006,64,94,38,2,6,10,4,28,"liom",2007,"0","1",62,78,27,5,2,2,0,NA,NA,""
"T1","AD17","0",2006,98,62,49,15,11,17,6,60,"liom",2007,"0","1",98,65,42,12,29,31,2,NA,NA,""
"T1","AD18","0",2006,97,52,40,3,1,1,0,46,"liom",2007,"0","1",109,64,34,4,3,5,2,NA,NA,""
"T1","AD19","0",2006,93,65,38,3,0,1,1,37,"liom",2007,"0","1",112,69,46,1,8,10,2,NA,NA,""
"T1","AD20","0",2006,125,54,26,5,19,19,0,46,"liom",2007,"0","1",119,86,50,12,4,4,0,NA,NA,""
"T1","AD21","0",2006,92,122,78,16,3,3,0,49,"liom",2007,"0","1",89,127,56,10,9,10,1,NA,NA,""
"T1","AD22","0",2006,84,40,28,6,1,2,1,41,"liom",2007,"0","1",90,50,40,2,0,1,1,NA,NA,""
"T1","AD23","0",2006,88,105,90,6,5,7,2,55,"liom",2007,"0","1",89,105,82,2,15,15,0,NA,NA,""
"T1","AD27","0",2006,114,49,45,4,5,22,17,15,"crem",2007,"0","1",124,59,52,10,11,11,0,NA,NA,""
"T1","AD28","0",2006,99,64,42,5,0,0,NA,8,"crem",2007,"0","1",107,77,46,7,8,8,0,NA,NA,""
"T1","AD29","0",2006,149,139,64,15,9,9,0,25,"liom",2007,"0","1",147,143,54,9,19,19,0,NA,NA,""
"T1","AD3","0",2006,97,58,54,1,1,1,0,18,"crem",2007,"0","1",98,65,56,8,13,14,1,NA,NA,""
"T1","AD4","0",2006,113,107,34,3,3,5,2,0,"vacant",2007,"0","1",111,106,36,10,20,20,0,NA,NA,""
"T1","AD6","0",2006,85,93,63,0,0,0,NA,32,"crem",2007,"0","1",68,117,75,9,5,5,0,NA,NA,""
"T1","AD8","0",2006,171,86,73,11,16,19,3,72,"liom",2007,"0","1",179,98,66,6,26,26,0,NA,NA,""
"T1","AD9","0",2006,89,78,35,7,0,4,4,26,"crem",2007,"0","1",94,63,51,3,9,9,0,NA,NA,""
"T1","LJ11","0",2006,5,40,28,0,0,0,NA,3,"crem",2007,"0","1",61,40,32,5,0,0,NA,NA,NA,""
"T1","LJ12","0",2006,80,68,24,9,0,0,NA,20,"crem",2007,"0","1",83,65,29,5,0,0,NA,NA,NA,""
"T1","LJ13","0",2006,67,30,29,0,0,0,NA,0,"vacant",2007,"0","1",73,43,30,3,0,0,NA,NA,NA,""
"T1","LJ14","0",2006,62,33,28,0,0,0,NA,0,"vacant",2007,"0","1",63,34,30,10,0,0,NA,NA,NA,""
"T1","LJ15","0",2006,21,8,2,0,0,0,NA,0,"vacant",2007,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"T1","LJ16","0",2006,75,74,53,9,0,3,3,74,"liom",2007,"0","1",86,76,59,3,3,3,0,NA,NA,""
"T1","LJ17","0",2006,46,35,35,1,0,0,NA,0,"vacant",2007,"0","1",49,37,24,0,0,0,NA,NA,NA,""
"T1","LJ3","0",2006,49,36,29,6,0,0,NA,0,"vacant",2007,"0","1",50,42,33,2,0,0,NA,NA,NA,""
"T1","LJ8","0",2006,48,32,23,0,0,0,NA,8,"liom",2007,"0","1",47,29,29,0,0,0,NA,NA,NA,""
"T1","LJ9","0",2006,82,52,35,3,0,1,1,21,"crem",2007,"0","1",100,50,41,9,0,0,NA,NA,NA,""
"T1","SJ11","0",2006,37,24,20,1,0,0,NA,5,"liom",2007,"0","1",41,19,12,3,0,0,NA,NA,NA,""
"T1","SJ13","0",2006,31,18,9,1,0,0,NA,0,"vacant",2007,"0","1",34,22,22,3,0,0,NA,NA,NA,""
"T1","SJ17","0",2006,20,12,4,0,0,0,NA,0,"vacant",2007,"0","1",8,2,2,1,0,0,NA,NA,NA,""
"T1","SJ2","0",2006,52,22,11,5,0,0,NA,16,"crem",2007,"0","1",63,25,16,4,0,0,NA,NA,NA,""
"T1","SJ20","0",2006,18,14,8,0,0,0,NA,0,"vacant",2007,"0","1",22,4,2,0,0,0,NA,NA,NA,""
"T1","SJ3","0",2006,34,35,18,2,0,0,NA,6,"crem",2007,"0","1",40,42,23,7,0,0,NA,NA,NA,""
"T1","SJ4","0",2006,55,35,34,0,0,0,NA,14,"crem",2007,"0","1",58,42,40,3,0,0,NA,NA,NA,""
"T1","SJ5","0",2006,30,15,6,2,0,0,NA,8,"crem",2007,"0","1",36,20,16,2,0,0,NA,NA,NA,""
"T1","SJ7","0",2006,38,25,19,1,0,0,NA,7,"liom",2007,"0","1",50,32,27,4,0,0,NA,NA,NA,""
"T1","SJ9","0",2006,10,6,2,0,0,0,NA,0,"vacant",2007,"0","1",15,10,5,0,0,0,NA,NA,NA,""
"T2","AD1","0",2006,111,76,74,15,17,17,0,83,"liom",2007,"0","1",135,88,58,8,54,60,6,NA,NA,""
"T2","AD11","0",2006,81,64,40,1,4,4,0,0,"vacant",2007,"0","1",73,65,40,10,1,1,0,NA,NA,""
"T2","AD12","0",2006,153,109,71,12,3,10,7,19,"crem",2007,"0","1",151,129,62,10,14,14,0,NA,NA,""
"T2","AD14","0",2006,108,114,52,4,0,5,5,18,"crem",2007,"0","1",100,106,52,13,31,31,0,NA,NA,""
"T2","AD15","0",2006,126,76,69,10,3,3,0,40,"liom",2007,"0","1",122,83,53,1,5,5,0,NA,NA,""
"T2","AD16","0",2006,65,74,71,0,1,3,2,8,"liom",2007,"0","1",77,75,53,11,5,5,0,NA,NA,""
"T2","AD17","0",2006,86,65,33,14,3,3,0,34,"liom",2007,"0","1",86,54,48,1,6,6,0,NA,NA,""
"T2","AD18","0",2006,129,95,75,35,10,15,5,39,"liom",2007,"0","1",131,86,81,9,15,15,0,NA,NA,""
"T2","AD19","0",2006,140,48,33,11,0,1,1,44,"liom",2007,"0","1",140,52,46,2,23,23,0,NA,NA,""
"T2","AD22","0",2006,81,61,52,5,3,5,2,43,"liom",2007,"0","1",84,67,35,1,7,7,0,NA,NA,""
"T2","AD23","0",2006,141,139,64,11,8,16,8,0,"vacant",2007,"0","1",132,142,62,7,9,9,0,NA,NA,""
"T2","AD24","0",2006,152,101,48,13,0,0,NA,9,"liom",2007,"0","1",156,110,57,5,3,3,0,NA,NA,""
"T2","AD28","0",2006,97,62,53,7,1,2,1,14,"liom",2007,"0","1",108,61,55,0,6,6,0,NA,NA,""
"T2","AD29","0",2006,102,89,39,4,0,4,4,0,"vacant",2007,"0","1",109,99,31,4,7,7,0,NA,NA,""
"T2","AD3","0",2006,108,42,37,0,0,0,NA,0,"vacant",2007,"0","1",112,48,38,0,0,0,NA,NA,NA,""
"T2","AD30","0",2006,113,74,41,11,2,5,3,0,"vacant",2007,"0","1",111,67,42,5,10,10,0,NA,NA,""
"T2","AD4","0",2006,185,100,68,21,15,17,2,3,"crem",2007,"0","1",187,122,70,17,30,31,1,NA,NA,""
"T2","AD6","0",2006,83,52,58,10,3,5,2,61,"liom",2007,"0","1",89,55,54,4,9,10,1,NA,NA,""
"T2","AD7","0",2006,173,87,59,6,1,8,7,25,"liom",2007,"0","1",165,100,59,14,23,24,1,NA,NA,""
"T2","AD9","0",2006,73,71,48,6,6,8,2,78,"liom",2007,"0","1",84,47,65,0,12,12,0,NA,NA,""
"T2","LJ10","0",2006,66,33,18,3,0,0,NA,0,"vacant",2007,"0","1",80,35,24,5,0,0,NA,NA,NA,""
"T2","LJ11","0",2006,74,24,17,0,0,0,NA,2,"crem",2007,"0","1",71,24,22,0,0,0,NA,NA,NA,""
"T2","LJ12","0",2006,62,50,29,4,0,0,NA,22,"crem",2007,"0","1",71,43,30,1,0,0,NA,NA,NA,""
"T2","LJ14","0",2006,50,45,44,2,0,0,NA,0,"vacant",2007,"0","1",55,46,31,1,0,0,NA,NA,NA,""
"T2","LJ17","0",2006,72,62,40,0,0,0,NA,5,"liom",2007,"0","1",75,57,38,9,0,0,NA,NA,NA,""
"T2","LJ2","0",2006,46,55,36,1,0,0,NA,33,"liom",2007,"0","1",60,52,35,4,0,0,NA,NA,NA,""
"T2","LJ5","0",2006,72,46,36,3,16,16,0,82,"liom",2007,"0","1",72,68,50,3,0,0,NA,NA,NA,""
"T2","LJ6","0",2006,73,59,52,0,0,1,1,25,"crem",2007,"0","1",76,59,52,12,0,0,NA,NA,NA,""
"T2","LJ7","0",2006,131,77,68,3,2,9,7,24,"liom",2007,"0","1",133,70,78,7,6,10,4,NA,NA,""
"T2","LJ9","0",2006,61,48,28,7,1,1,0,13,"liom",2007,"0","1",60,36,24,0,0,0,NA,NA,NA,""
"T2","SJ1","0",2006,15,20,5,0,0,0,NA,2,"liom",2007,"0","1",15,17,3,0,0,0,NA,NA,NA,""
"T2","SJ10","0",2006,18,8,6,1,0,0,NA,2,"crem",2007,"0","1",21,9,9,1,0,0,NA,NA,NA,""
"T2","SJ12","0",2006,33,16,15,1,0,0,NA,0,"vacant",2007,"0","1",39,22,13,1,0,0,NA,NA,NA,""
"T2","SJ13","0",2006,24,19,15,0,0,0,NA,1,"crem",2007,"0","1",19,21,11,0,0,0,NA,NA,NA,""
"T2","SJ14","0",2006,29,16,5,0,0,0,NA,0,"vacant",2007,"0","1",35,21,9,1,0,0,NA,NA,NA,""
"T2","SJ16","0",2006,33,24,23,2,0,0,NA,2,"crem",2007,"0","1",32,30,14,6,0,0,NA,NA,NA,""
"T2","SJ17","0",2006,20,13,8,0,0,0,NA,0,"vacant",2007,"0","1",23,16,10,0,0,0,NA,NA,NA,""
"T2","SJ2","0",2006,26,13,6,4,0,0,NA,20,"liom",2007,"0","1",32,16,10,1,0,0,NA,NA,NA,""
"T2","SJ9","0",2006,31,24,14,0,0,0,NA,0,"vacant",2007,"0","1",26,21,10,0,0,0,NA,NA,NA,""
"T3","AD1","0",2006,104,69,34,4,2,3,1,43,"liom",2007,"0","1",104,70,25,2,2,2,0,NA,NA,""
"T3","AD10","0",2006,108,99,84,13,15,15,0,61,"liom",2007,"0","1",108,83,65,10,10,10,0,NA,NA,""
"T3","AD12","0",2006,100,95,64,11,6,6,0,78,"liom",2007,"0","1",98,107,77,1,1,1,0,NA,NA,""
"T3","AD13","0",2006,88,69,52,7,5,11,6,37,"liom",2007,"0","1",86,73,49,5,0,0,NA,NA,NA,""
"T3","AD15","0",2006,85,64,51,9,0,0,NA,46,"liom",2007,"0","1",77,79,53,5,3,3,NA,NA,NA,""
"T3","AD17","0",2006,102,96,52,3,16,17,1,66,"liom",2007,"0","1",104,95,40,1,10,10,NA,NA,NA,""
"T3","AD18","0",2006,144,85,66,6,5,5,0,29,"liom",2007,"0","1",137,107,51,1,4,8,4,NA,NA,""
"T3","AD19","0",2006,91,60,43,2,6,8,2,49,"liom",2007,"0","1",89,67,39,7,2,2,0,NA,NA,""
"T3","AD20","0",2006,100,49,43,3,5,6,1,12,"liom",2007,"0","1",103,55,40,2,7,7,0,NA,NA,""
"T3","AD21","0",2006,78,63,60,4,0,0,NA,36,"liom",2007,"0","1",74,65,53,0,4,4,0,NA,NA,""
"T3","AD22","0",2006,98,36,30,2,1,1,0,15,"crem",2007,"0","1",94,41,31,3,8,8,0,NA,NA,""
"T3","AD24","0",2006,116,100,61,16,17,17,0,82,"liom",2007,"0","1",115,116,45,7,20,20,0,NA,NA,""
"T3","AD25","0",2006,79,63,47,8,2,2,0,54,"liom",2007,"0","1",85,72,58,0,0,0,NA,NA,NA,""
"T3","AD28","0",2006,100,57,46,4,2,5,3,45,"liom",2007,"0","1",98,62,34,0,0,0,NA,NA,NA,""
"T3","AD3","0",2006,105,98,91,10,60,61,1,65,"liom",2007,"0","1",103,91,80,12,15,16,1,NA,NA,""
"T3","AD30","0",2006,93,49,37,4,1,1,0,50,"liom",2007,"0","1",99,51,46,0,0,0,NA,NA,NA,""
"T3","AD5","0",2006,88,105,95,8,6,6,0,63,"liom",2007,"0","1",94,96,71,3,2,2,0,NA,NA,""
"T3","AD6","0",2006,99,65,38,3,13,16,3,85,"liom",2007,"0","1",100,65,47,2,13,13,0,NA,NA,""
"T3","AD7","0",2006,135,82,63,17,7,8,1,55,"liom",2007,"0","1",137,85,49,3,11,12,1,NA,NA,""
"T3","AD8","0",2006,121,76,64,11,12,14,2,71,"liom",2007,"0","1",119,96,53,0,1,1,0,NA,NA,""
"T3","LJ13","0",2006,52,26,21,0,0,0,NA,2,"liom",2007,"0","1",50,27,17,2,0,0,NA,NA,NA,""
"T3","LJ14","0",2006,69,51,37,1,0,0,NA,1,"liom",2007,"0","1",62,49,44,2,0,0,NA,NA,NA,""
"T3","LJ17","0",2006,71,51,29,6,0,0,NA,30,"liom",2007,"0","1",57,50,38,0,0,0,NA,NA,NA,""
"T3","LJ18","0",2006,93,67,32,14,0,0,NA,31,"liom",2007,"0","1",92,68,39,0,0,0,NA,NA,NA,""
"T3","LJ19","0",2006,73,49,28,3,0,0,NA,8,"liom",2007,"0","1",67,48,33,4,3,3,0,NA,NA,""
"T3","LJ2","0",2006,67,62,51,2,0,0,NA,10,"liom",2007,"0","1",68,66,47,5,0,0,NA,NA,NA,""
"T3","LJ20","0",2006,49,35,19,0,0,0,NA,0,"vacant",2007,"0","1",42,31,18,0,0,0,NA,NA,NA,""
"T3","LJ4","0",2006,90,68,65,16,3,3,0,59,"liom",2007,"0","1",83,80,61,7,9,9,0,NA,NA,""
"T3","LJ6","0",2006,65,39,30,7,0,0,NA,4,"liom",2007,"0","1",54,49,37,0,0,0,NA,NA,NA,""
"T3","LJ8","0",2006,48,29,28,4,0,0,NA,6,"liom",2007,"0","1",53,27,31,0,0,0,NA,NA,NA,""
"T3","SJ10","0",2006,31,19,9,0,0,0,NA,0,"vacant",2007,"0","1",28,19,13,1,0,0,NA,NA,NA,""
"T3","SJ11","0",2006,20,21,8,2,0,0,NA,0,"vacant",2007,"0","1",25,27,22,3,0,0,NA,NA,NA,""
"T3","SJ12","0",2006,39,24,12,1,0,0,NA,3,"liom",2007,"0","1",41,26,18,1,0,0,NA,NA,NA,""
"T3","SJ13","0",2006,26,16,9,0,0,0,NA,0,"vacant",2007,"0","1",22,9,8,0,0,0,NA,NA,NA,""
"T3","SJ14","0",2006,22,31,11,0,0,0,NA,0,"vacant",2007,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"T3","SJ15","0",2006,33,23,22,0,0,0,NA,0,"vacant",2007,"0","1",36,24,19,0,0,0,NA,NA,NA,""
"T3","SJ19","0",2006,25,11,5,0,0,0,NA,0,"vacant",2007,"0","1",29,8,4,0,0,0,NA,NA,NA,""
"T3","SJ5","0",2006,29,21,17,2,0,0,NA,2,"liom",2007,"0","1",32,22,17,0,0,0,NA,NA,NA,""
"T3","SJ9","0",2006,33,23,9,0,0,0,NA,1,"liom",2007,"0","1",32,21,12,1,0,0,NA,NA,NA,""
"T1","AD10","0",2007,113,77,47,8,9,9,0,NA,NA,2008,"0","1",112,56,40,3,0,0,NA,3,"crem",""
"T1","AD11","0",2007,94,49,40,4,3,3,0,NA,NA,2008,"0","1",105,39,34,4,0,0,NA,3,"camp",""
"T1","AD14","0",2007,103,102,64,2,3,3,0,NA,NA,2008,"0","1",107,94,38,0,0,0,NA,6,"liom",""
"T1","AD15","0",2007,111,52,30,0,5,5,0,NA,NA,2008,"0","1",104,57,35,0,3,3,NA,25,"liom",""
"T1","AD16","0",2007,62,78,27,5,2,2,0,NA,NA,2008,"0","1",67,77,21,2,7,7,NA,32,"liom",""
"T1","AD17","0",2007,98,65,42,12,29,31,2,NA,NA,2008,"0","1",103,71,58,15,13,13,NA,49,"liom",""
"T1","AD18","0",2007,109,64,34,4,3,5,2,NA,NA,2008,"0","1",100,67,54,11,0,0,NA,51,"liom",""
"T1","AD19","0",2007,112,69,46,1,8,10,2,NA,NA,2008,"0","1",91,61,47,0,0,0,NA,2,"liom",""
"T1","AD20","0",2007,119,86,50,12,4,4,0,NA,NA,2008,"0","1",123,58,37,4,3,3,NA,66,"liom",""
"T1","AD21","0",2007,89,127,56,10,9,10,1,NA,NA,2008,"0","1",86,115,44,5,2,2,NA,48,"liom",""
"T1","AD22","0",2007,90,50,40,2,0,1,1,NA,NA,2008,"0","1",88,41,32,0,0,0,NA,8,"liom",""
"T1","AD23","0",2007,89,105,82,2,15,15,0,NA,NA,2008,"0","1",89,113,67,6,0,0,NA,20,"liom",""
"T1","AD27","0",2007,124,59,52,10,11,11,0,NA,NA,2008,"0","1",139,49,45,3,13,13,NA,10,"crem",""
"T1","AD28","0",2007,107,77,46,7,8,8,0,NA,NA,2008,"0","1",107,76,44,0,0,0,NA,1,"crem",""
"T1","AD29","0",2007,147,143,54,9,19,19,0,NA,NA,2008,"0","1",131,128,58,0,2,2,NA,2,"other",""
"T1","AD3","0",2007,98,65,56,8,13,14,1,NA,NA,2008,"0","1",93,53,42,0,0,0,NA,2,"liom",""
"T1","AD4","0",2007,111,106,36,10,20,20,0,NA,NA,2008,"0","1",113,100,32,0,2,2,NA,22,"liom",""
"T1","AD6","0",2007,68,117,75,9,5,5,0,NA,NA,2008,"0","1",78,88,72,2,0,0,NA,29,"liom",""
"T1","AD8","0",2007,179,98,66,6,26,26,0,NA,NA,2008,"0","1",168,73,40,1,1,1,NA,43,"liom",""
"T1","AD9","0",2007,94,63,51,3,9,9,0,NA,NA,2008,"0","1",91,60,35,3,4,4,NA,13,"crem",""
"T1","LJ11","0",2007,61,40,32,5,0,0,NA,NA,NA,2008,"0","1",57,31,21,0,0,0,NA,2,"crem",""
"T1","LJ12","0",2007,83,65,29,5,0,0,NA,NA,NA,2008,"0","1",92,0,30,15,2,2,NA,22,"crem",""
"T1","LJ13","0",2007,73,43,30,3,0,0,NA,NA,NA,2008,"0","1",83,32,31,9,0,0,NA,37,"liom",""
"T1","LJ14","0",2007,63,34,30,10,0,0,NA,NA,NA,2008,"0","1",61,32,24,1,0,0,NA,11,"crem",""
"T1","LJ15","0",2007,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"T1","LJ16","0",2007,86,76,59,3,3,3,0,NA,NA,2008,"0","1",85,76,60,7,1,1,NA,24,"crem",""
"T1","LJ17","0",2007,49,37,24,0,0,0,NA,NA,NA,2008,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"T1","LJ3","0",2007,50,42,33,2,0,0,NA,NA,NA,2008,"0","1",47,44,36,6,0,0,NA,23,"liom",""
"T1","LJ8","0",2007,47,29,29,0,0,0,NA,NA,NA,2008,"0","1",50,33,26,2,0,0,NA,3,"liom",""
"T1","LJ9","0",2007,100,50,41,9,0,0,NA,NA,NA,2008,"0","1",105,39,37,1,1,1,NA,0,"vacant",""
"T1","SJ11","0",2007,41,19,12,3,0,0,NA,NA,NA,2008,"0","1",37,18,17,3,0,0,NA,8,"liom",""
"T1","SJ13","0",2007,34,22,22,3,0,0,NA,NA,NA,2008,"0","1",43,23,20,0,0,0,NA,0,"vacant",""
"T1","SJ17","0",2007,8,2,2,1,0,0,NA,NA,NA,2008,"0","1",10,6,2,0,0,0,NA,0,"vacant",""
"T1","SJ2","0",2007,63,25,16,4,0,0,NA,NA,NA,2008,"0","1",60,46,23,7,0,0,NA,16,"crem",""
"T1","SJ20","0",2007,22,4,2,0,0,0,NA,NA,NA,2008,"0","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,""
"T1","SJ3","0",2007,40,42,23,7,0,0,NA,NA,NA,2008,"0","1",44,43,25,0,0,0,NA,1,"liom",""
"T1","SJ4","0",2007,58,42,40,3,0,0,NA,NA,NA,2008,"0","1",65,35,32,4,0,0,NA,15,"liom",""
"T1","SJ5","0",2007,36,20,16,2,0,0,NA,NA,NA,2008,"0","1",43,21,16,2,0,0,NA,30,"crem",""
"T1","SJ7","0",2007,50,32,27,4,0,0,NA,NA,NA,2008,"0","1",34,38,22,0,0,0,NA,0,"vacant",""
"T1","SJ9","0",2007,15,10,5,0,0,0,NA,NA,NA,2008,"0","1",18,6,3,0,0,0,NA,3,"liom",""
"T2","AD1","0",2007,135,88,58,8,54,60,6,NA,NA,2008,"0","1",134,88,63,0,0,0,NA,47,"liom",""
"T2","AD11","0",2007,73,65,40,10,1,1,0,NA,NA,2008,"0","1",81,68,31,0,0,0,NA,3,"camp",""
"T2","AD12","0",2007,151,129,62,10,14,14,0,NA,NA,2008,"0","1",151,114,43,0,4,4,NA,46,"crem",""
"T2","AD14","0",2007,100,106,52,13,31,31,0,NA,NA,2008,"0","1",101,102,37,0,0,0,NA,0,"vacant",""
"T2","AD15","0",2007,122,83,53,1,5,5,0,NA,NA,2008,"0","1",120,85,36,0,0,0,NA,2,"liom",""
"T2","AD16","0",2007,77,75,53,11,5,5,0,NA,NA,2008,"0","1",51,51,37,0,0,0,NA,10,"liom",""
"T2","AD17","0",2007,86,54,48,1,6,6,0,NA,NA,2008,"0","1",87,60,54,0,0,0,NA,4,"liom",""
"T2","AD18","0",2007,131,86,81,9,15,15,0,NA,NA,2008,"0","1",124,86,83,0,0,0,NA,26,"liom",""
"T2","AD19","0",2007,140,52,46,2,23,23,0,NA,NA,2008,"0","1",130,45,41,0,0,0,NA,2,"liom",""
"T2","AD22","0",2007,84,67,35,1,7,7,0,NA,NA,2008,"0","1",62,66,41,0,0,0,NA,2,"liom",""
"T2","AD23","0",2007,132,142,62,7,9,9,0,NA,NA,2008,"0","1",100,129,69,9,2,2,NA,75,"liom",""
